perturb_percent,perturb_time,controller,t_settle_after,ITAE,metric_M,rise_time,overshoot,settling_time_abs,rank_M,is_best
60,510,PID-GS-FF,46.09582927776296,1040.120395092805,0.15736493829795473,-40.56565656565655,2.7320858830104524,556.095829277763,2.0,False
60,510,PID,237.060606060606,2804.7992344667978,0.5415344822109005,-40.56565656565655,9.629889709875322,747.060606060606,3.0,False
60,540,PID-GS,38.40443991887378,354.31662832692814,0.07928220868245257,-40.56565656565655,1.7490028133450983,578.4044399188738,1.0,True
60,540,FF,420.0,5295.265525101456,0.989372624040685,-40.56565656565655,8.6394793174468,960.0,5.0,False
60,540,PID-FF,250.07070707070704,3188.1716991975245,0.5923853356136711,-40.56565656565655,10.338949803798213,790.070707070707,4.0,False
60,540,PID-GS-FF,33.98504500567071,719.0702750912777,0.1105575057809707,-40.56565656565655,2.4491188467423557,573.9850450056707,2.0,False
60,540,PID,211.56565656565658,2254.4911876109036,0.4614627264119814,-40.56565656565655,9.164790389181773,751.5656565656566,3.0,False
70,360,PID-GS,129.65656565656565,2533.105103380808,0.3982044520400655,-40.56565656565655,1.545813544169075,489.65656565656565,2.0,False
70,360,FF,160.3434343434343,3040.1399202244083,0.4822379567048004,-40.56565656565655,1.545813544169075,520.3434343434343,3.0,False
70,360,PID-FF,412.29292929292933,6669.869815288027,1.1170450103948326,-40.56565656565655,8.755747761917508,772.2929292929293,5.0,False
70,360,PID-GS-FF,76.1058517594305,1582.7035671762392,0.24446169358382652,-40.56565656565655,1.545813544169075,436.1058517594305,1.0,True
70,360,PID,376.0909090909091,5499.031877770221,0.9592218072571153,-40.56565656565655,7.810021132440317,736.0909090909091,4.0,False
70,390,PID-GS,133.2544768619698,2208.822895990842,0.36658569237534266,-40.56565656565655,1.7058210796637452,523.2544768619698,2.0,False
70,390,FF,153.4095773503376,3998.3877938556866,0.5865999052872245,-40.56565656565655,4.006806704889476,543.4095773503376,3.0,False
70,390,PID-FF,442.5353535353536,7339.681282633293,1.2178674927484432,-40.56565656565655,9.195409519499547,832.5353535353536,5.0,False
70,390,PID-GS-FF,80.23232323232321,1127.1239928373125,0.2000750183678026,-40.56565656565655,1.7058210796637452,470.2323232323232,1.0,True
70,390,PID,407.38383838383834,6230.957773300232,1.0667205592050812,-40.56565656565655,8.201982200128029,797.3838383838383,4.0,False
70,420,PID-GS,121.24620596434397,1904.7721619003005,0.32262969030791705,-40.56565656565655,1.7479355024515142,541.246205964344,2.0,False
70,420,FF,138.53786465623557,4763.5334421205935,0.6700163273244838,-40.56565656565655,4.99725319238905,558.5378646562356,3.0,False
70,420,PID-FF,411.24242424242425,6395.807895385165,1.087638350672465,-40.56565656565655,8.770352847162872,831.2424242424242,5.0,False
70,420,PID-GS-FF,68.61357399119538,893.7657088072369,0.1643295328853112,-40.56565656565655,1.7479355024515142,488.6135739911954,1.0,True
70,420,PID,371.72727272727275,5319.251262915033,0.9365540613393925,-40.56565656565655,7.708626769173523,791.7272727272727,4.0,False
70,450,PID-GS,127.83865414106685,1747.822419793781,0.31409640885315027,-40.56565656565655,1.7490028133450983,577.8386541410669,2.0,False
70,450,FF,470.7171717171717,5956.216570202386,1.1108544002536624,-40.56565656565655,6.573452695293113,920.7171717171717,4.0,False
70,450,PID-FF,434.07070707070704,6462.830681442348,1.1187427990965606,-40.56565656565655,8.977008217714907,884.070707070707,5.0,False
70,450,PID-GS-FF,75.8149993407576,755.8555940107186,0.16101868942872555,-40.56565656565655,1.7490028133450983,525.8149993407576,1.0,True
70,450,PID,382.21212121212125,5239.461869835567,0.940427374624923,-40.56565656565655,7.672418985177234,832.2121212121212,3.0,False
70,480,PID-GS,116.4423559637853,1527.584796617923,0.2799051132124743,-40.56565656565655,1.7490028133450983,596.4423559637853,2.0,False
70,480,FF,480.0,5805.429646631037,1.10796767272517,-40.56565656565655,7.1768729519045396,960.0,5.0,False
70,480,PID-FF,439.6060606060606,6211.37781502346,1.0997527886127494,-40.56565656565655,9.26112675181466,919.6060606060606,4.0,False
70,480,PID-GS-FF,64.72024674127101,653.9251895819945,0.13816866278485276,-40.56565656565655,1.7490028133450983,544.720246741271,1.0,True
70,480,PID,385.3636363636364,5050.797119101622,0.9258919106458366,-40.56565656565655,7.887068968203385,865.3636363636364,3.0,False
70,510,PID-GS,124.18627236698092,1472.2529207062828,0.28395268156644327,-40.56565656565655,1.7490028133450983,634.1862723669809,2.0,False
70,510,FF,450.0,5738.325841122158,1.066108410666473,-40.56565656565655,8.120060068988835,960.0,4.0,False
70,510,PID-FF,450.0,6267.770521631823,1.1168751601475901,-40.56565656565655,9.935888469598115,960.0,5.0,False
70,510,PID-GS-FF,72.84061958022369,699.7359585111101,0.15256025407730905,-40.56565656565655,1.7490028133450983,582.8406195802237,1.0,True
70,510,PID,424.07070707070704,5094.3781296081825,0.9757122118750772,-40.56565656565655,8.362130338310068,934.070707070707,3.0,False
70,540,PID-GS,113.01629677444987,1300.5004044987568,0.25488532092124305,-40.56565656565655,1.7490028133450983,653.0162967744499,2.0,False
70,540,FF,420.0,5178.0676648049475,0.9784979693056112,-40.56565656565655,8.500765270260265,960.0,5.0,False
70,540,PID-FF,358.27272727272725,4019.9470265936598,0.7989326985260559,-40.56565656565655,7.566476037539295,898.2727272727273,4.0,False
70,540,PID-GS-FF,61.747679391806514,649.7385813682826,0.13398194379079184,-40.56565656565655,1.7490028133450983,601.7476793918065,1.0,True
70,540,PID,257.38383838383834,2621.528164306578,0.551211705842851,-40.56565656565655,5.447620664738559,797.3838383838383,3.0,False
80,360,PID-GS,202.13223021822432,2873.627704979093,0.5074068333932945,-40.56565656565655,1.545813544169075,562.1322302182243,3.0,False
80,360,FF,237.19069282968383,5693.328125725788,0.8493498036249508,-40.56565656565655,1.545813544169075,597.1906928296838,4.0,False
80,360,PID-FF,421.16161616161617,6195.420943131246,1.0779163141065937,-40.56565656565655,6.9470155495445125,781.1616161616162,5.0,False
80,360,PID-GS-FF,140.33333333333331,1713.3837764725063,0.3254012116533603,-40.56565656565655,1.545813544169075,500.3333333333333,1.0,True
